,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,Short_Question_Text,Count_of_Individuals
1596,68.0,27.0,90.0,47.0,112.0,California,Fresno,627000.0,06,27000,"Fresno city, California",500819.0,29.6,42015.0,19455.0,142471.0,28.44760282657008,7.137508760650055,2016.0,CA,California,Fresno,City,BRFSS,Prevention,0627000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.5,18.2,18.7,494665.0,"(36.7826786711, -119.794126569)",PREVENT,ACCESS2,Health Insurance,91513.025
1624,66.0,32.0,90.0,51.0,111.0,California,Fullerton,628000.0,06,28000,"Fullerton city, California",136702.0,34.4,67384.0,29913.0,21438.0,15.68228701847815,5.569779520416673,2016.0,CA,California,Fullerton,City,BRFSS,Prevention,0628000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.3,11.8,12.8,135161.0,"(33.8840378013, -117.927850895)",PREVENT,ACCESS2,Health Insurance,16624.803
1652,63.0,32.0,86.0,49.0,109.0,California,Garden Grove,629000.0,06,29000,"Garden Grove city, California",172785.0,35.6,59648.0,20849.0,28535.0,16.514743756691843,5.753392944989438,2016.0,CA,California,Garden Grove,City,BRFSS,Prevention,0629000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.8,15.3,16.2,170883.0,"(33.7786940635, -117.960111162)",PREVENT,ACCESS2,Health Insurance,26999.514
1680,66.0,31.0,90.0,49.0,112.0,California,Glendale,630000.0,06,30000,"Glendale city, California",193381.0,40.7,53020.0,29290.0,27239.0,14.085665086021894,5.794261070115471,2016.0,CA,California,Glendale,City,BRFSS,Prevention,0630000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.1,9.8,10.4,191719.0,"(34.181889373, -118.24676666)",PREVENT,ACCESS2,Health Insurance,19363.619
1708,64.0,34.0,83.0,53.0,110.0,California,Hawthorne,632548.0,06,32548,"Hawthorne city, California",85092.0,31.1,44649.0,20162.0,16196.0,19.03351666431627,5.31424810793024,2016.0,CA,California,Hawthorne,City,BRFSS,Prevention,0632548,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.1,17.4,18.8,84293.0,"(33.914667701, -118.347667728)",PREVENT,ACCESS2,Health Insurance,15257.033000000001
1736,58.0,30.0,78.0,45.0,101.0,California,Hayward,633000.0,06,33000,"Hayward city, California",147163.0,33.8,62013.0,25208.0,20931.0,14.223004423666275,7.541297744677671,2016.0,CA,California,Hayward,City,BRFSS,Prevention,0633000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.3,13.8,14.7,144186.0,"(37.6329591551, -122.077051051)",PREVENT,ACCESS2,Health Insurance,20618.598
1764,63.0,22.0,90.0,41.0,109.0,California,Hemet,633182.0,06,33182,"Hemet city, California",79986.0,39.6,32774.0,17917.0,18460.0,23.079038831795565,7.438801790313305,2016.0,CA,California,Hemet,City,BRFSS,Prevention,0633182,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.7,16.2,17.3,78657.0,"(33.7352277311, -116.994605005)",PREVENT,ACCESS2,Health Insurance,13135.719
1792,65.0,12.0,89.0,40.0,112.0,California,Hesperia,633434.0,06,33434,"Hesperia city, California",90804.0,31.1,44158.0,16239.0,22730.0,25.031936919078454,7.757367516849478,2016.0,CA,California,Hesperia,City,BRFSS,Prevention,0633434,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.6,17.0,18.3,90173.0,"(34.3973476773, -117.314392219)",PREVENT,ACCESS2,Health Insurance,15870.448000000002
1820,63.0,32.0,86.0,49.0,109.0,California,Huntington Beach,636000.0,06,36000,"Huntington Beach city, California",193197.0,40.6,81389.0,42196.0,17045.0,8.822600765022232,5.066331257731745,2016.0,CA,California,Huntington Beach,City,BRFSS,Prevention,0636000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.5,8.2,8.8,189992.0,"(33.6952749077, -118.001810806)",PREVENT,ACCESS2,Health Insurance,16149.320000000002
1848,74.0,19.0,99.0,48.0,123.0,California,Indio,636448.0,06,36448,"Indio city, California",80167.0,32.2,50068.0,20607.0,17333.0,21.621115920515923,7.398306036149537,2016.0,CA,California,Indio,City,BRFSS,Unhealthy Behaviors,0636448,Binge drinking among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.9,16.7,17.1,76036.0,"(33.7298067837, -116.237258141)",UNHBEH,BINGE,Binge Drinking,12850.083999999999
1876,64.0,34.0,83.0,53.0,110.0,California,Inglewood,636546.0,06,36546,"Inglewood city, California",110585.0,33.0,43394.0,20150.0,24470.0,22.127775014694578,7.4657503278021435,2016.0,CA,California,Inglewood,City,BRFSS,Prevention,0636546,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.0,18.3,19.7,109673.0,"(33.9565748018, -118.344444926)",PREVENT,ACCESS2,Health Insurance,20837.87
1904,65.0,35.0,85.0,53.0,107.0,California,Irvine,636770.0,06,36770,"Irvine city, California",221266.0,34.2,90585.0,43096.0,25971.0,11.737456274348522,3.7538528287219908,2016.0,CA,California,Irvine,City,BRFSS,Prevention,0636770,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.5,6.3,6.8,212375.0,"(33.6780108904, -117.773633283)",PREVENT,ACCESS2,Health Insurance,13804.375
1932,65.0,35.0,85.0,53.0,107.0,California,Lake Forest,639496.0,06,39496,"Lake Forest city, California",78253.0,38.4,93631.0,39860.0,4646.0,5.937152569230572,3.9180606494319705,2016.0,CA,California,Lake Forest,City,BRFSS,Prevention,0639496,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.7,8.3,9.2,77264.0,"(33.6634128948, -117.670683341)",PREVENT,ACCESS2,Health Insurance,6721.968
1960,65.0,35.0,88.0,51.0,109.0,California,Lakewood,639892.0,06,39892,"Lakewood city, California",80511.0,37.7,77786.0,29354.0,6538.0,8.1206294792016,4.73599880761635,2016.0,CA,California,Lakewood,City,BRFSS,Prevention,0639892,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.9,10.5,11.4,80048.0,"(33.8470531941, -118.122204765)",PREVENT,ACCESS2,Health Insurance,8725.232
1988,63.0,9.0,89.0,38.0,111.0,California,Lancaster,640130.0,06,40130,"Lancaster city, California",157368.0,32.3,50193.0,20156.0,32236.0,20.484469523664277,5.248843475166488,2016.0,CA,California,Lancaster,City,BRFSS,Prevention,0640130,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.8,15.4,16.3,156633.0,"(34.6934347017, -118.175306356)",PREVENT,ACCESS2,Health Insurance,24748.014
2016,60.0,24.0,86.0,42.0,109.0,California,Livermore,641992.0,06,41992,"Livermore city, California",82442.0,38.4,99161.0,42213.0,4694.0,5.6936998132020085,3.909415103951869,2016.0,CA,California,Livermore,City,BRFSS,Prevention,0641992,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.6,8.2,9.1,80968.0,"(37.6865101361, -121.764357841)",PREVENT,ACCESS2,Health Insurance,6963.248
2044,65.0,35.0,88.0,51.0,109.0,California,Long Beach,643000.0,06,43000,"Long Beach city, California",465424.0,33.9,52711.0,27040.0,92847.0,19.948906803258964,6.537479803362095,2016.0,CA,California,Long Beach,City,BRFSS,Prevention,0643000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.3,15.0,15.6,462257.0,"(33.8060144825, -118.160894146)",PREVENT,ACCESS2,Health Insurance,70725.321
2072,63.0,37.0,82.0,51.0,102.0,California,Los Angeles,644000.0,06,44000,"Los Angeles city, California",3827261.0,34.3,49497.0,27829.0,825131.0,21.55930834087354,6.421014924250006,2016.0,CA,California,Los Angeles,City,BRFSS,Prevention,0644000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.1,17.0,17.2,3792621.0,"(34.1182277898, -118.408500088)",PREVENT,ACCESS2,Health Insurance,648538.191
2100,65.0,35.0,88.0,51.0,109.0,California,Lynwood,644574.0,06,44574,"Lynwood city, California",70257.0,27.9,40740.0,12187.0,16951.0,24.127133239392517,5.852797586005665,2016.0,CA,California,Lynwood,City,BRFSS,Prevention,0644574,Papanicolaou smear use among adult women aged 21â65 Years,%,AgeAdjPrv,Age-adjusted prevalence,78.2,77.5,79.0,69772.0,"(33.9239616867, -118.201648375)",PREVENT,PAPTEST,Pap Smear Test,54561.704000000005
2128,64.0,22.0,87.0,42.0,110.0,California,Manteca,645484.0,06,45484,"Manteca city, California",69168.0,33.0,61458.0,23511.0,7411.0,10.714492250751793,8.182974786028222,2016.0,CA,California,Manteca,City,BRFSS,Health Outcomes,0645484,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.5,13.3,15.7,67096.0,"(37.7961925102, -121.231230612)",HLTHOUT,TEETHLOST,Teeth Loss,9728.92
2156,65.0,21.0,87.0,42.0,109.0,California,Merced,646898.0,06,46898,"Merced city, California",79639.0,28.4,37822.0,16876.0,23629.0,29.670136490915255,7.2703072615175985,2016.0,CA,California,Merced,City,BRFSS,Prevention,0646898,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.1,18.4,19.8,78958.0,"(37.3055863217, -120.477710571)",PREVENT,ACCESS2,Health Insurance,15080.978000000001
2184,60.0,25.0,83.0,45.0,107.0,California,Milpitas,647766.0,06,47766,"Milpitas city, California",67695.0,36.8,95466.0,33789.0,4702.0,6.94586010783662,4.728561932195879,2016.0,CA,California,Milpitas,City,BRFSS,Prevention,0647766,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.3,8.7,9.9,66790.0,"(37.433869763, -121.892083025)",PREVENT,ACCESS2,Health Insurance,6211.470000000001
2212,65.0,35.0,85.0,53.0,107.0,California,Mission Viejo,648256.0,06,48256,"Mission Viejo city, California",94311.0,43.0,96210.0,40909.0,4964.0,5.26343692676358,4.719491893840591,2016.0,CA,California,Mission Viejo,City,BRFSS,Prevention,0648256,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.5,7.2,7.8,93305.0,"(33.6095976891, -117.655029608)",PREVENT,ACCESS2,Health Insurance,6997.875
2240,65.0,24.0,87.0,44.0,111.0,California,Modesto,648354.0,06,48354,"Modesto city, California",202629.0,33.6,47060.0,22439.0,41546.0,20.50348173262465,7.767397559085817,2016.0,CA,California,Modesto,City,BRFSS,Prevention,0648354,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.6,14.3,14.9,201165.0,"(37.6615478221, -120.988548061)",PREVENT,ACCESS2,Health Insurance,29370.089999999997
2268,63.0,22.0,90.0,41.0,109.0,California,Moreno Valley,649270.0,06,49270,"Moreno Valley city, California",196234.0,29.2,54918.0,18186.0,38015.0,19.372280033021802,7.44162581407911,2016.0,CA,California,Moreno Valley,City,BRFSS,Prevention,0649270,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.9,17.5,18.4,193365.0,"(33.9244314112, -117.204501895)",PREVENT,ACCESS2,Health Insurance,34612.335
2296,60.0,1.0,81.0,46.0,105.0,California,Mountain View,649670.0,06,49670,"Mountain View city, California",75477.0,35.8,97338.0,54758.0,6107.0,8.09120659273686,4.54443075373955,2016.0,CA,California,Mountain View,City,BRFSS,Health Outcomes,0649670,Arthritis among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.3,15.1,15.5,74066.0,"(37.3999252379, -122.079544343)",HLTHOUT,ARTHRITIS,Arthritis,11332.098
2324,63.0,22.0,90.0,41.0,109.0,California,Murrieta,650076.0,06,50076,"Murrieta city, California",104584.0,33.1,74496.0,28452.0,7280.0,6.96091180295265,5.923468216935669,2016.0,CA,California,Murrieta,City,BRFSS,Prevention,0650076,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.9,9.5,10.3,103466.0,"(33.5719743356, -117.190921143)",PREVENT,ACCESS2,Health Insurance,10243.134
2352,57.0,19.0,82.0,38.0,105.0,California,Napa,650258.0,06,50258,"Napa city, California",77698.0,37.4,63274.0,30668.0,8507.0,10.948801770959355,5.126258076140956,2016.0,CA,California,Napa,City,BRFSS,Prevention,0650258,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.7,12.1,13.3,76915.0,"(38.2980424649, -122.301093331)",PREVENT,ACCESS2,Health Insurance,9768.205
2380,65.0,35.0,85.0,53.0,107.0,California,Newport Beach,651182.0,06,51182,"Newport Beach city, California",86001.0,43.7,106333.0,78494.0,6799.0,7.905722026488064,4.198788386181556,2016.0,CA,California,Newport Beach,City,BRFSS,Prevention,0651182,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,5.3,5.0,5.6,85186.0,"(33.6150103607, -117.867364631)",PREVENT,ACCESS2,Health Insurance,4514.858
2408,66.0,32.0,90.0,51.0,111.0,California,Norwalk,652526.0,06,52526,"Norwalk city, California",105940.0,33.6,60770.0,19449.0,13469.0,12.713800264300547,5.708891825561639,2016.0,CA,California,Norwalk,City,BRFSS,Prevention,0652526,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.0,18.3,19.8,105549.0,"(33.9068808228, -118.082915204)",PREVENT,ACCESS2,Health Insurance,20054.31
2436,58.0,30.0,78.0,45.0,101.0,California,Oakland,653000.0,06,53000,"Oakland city, California",397011.0,36.2,52583.0,31971.0,80274.0,20.21959089294755,6.778653488190503,2016.0,CA,California,Oakland,City,BRFSS,Prevention,0653000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.3,13.1,13.5,390724.0,"(37.790878035, -122.214859257)",PREVENT,ACCESS2,Health Insurance,51966.292
2464,61.0,9.0,81.0,44.0,104.0,California,Oceanside,653322.0,06,53322,"Oceanside city, California",169407.0,35.4,58153.0,26863.0,22398.0,13.221413518921887,4.994480747548803,2016.0,CA,California,Oceanside,City,BRFSS,Prevention,0653322,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.6,12.2,13.0,167086.0,"(33.2247457474, -117.308200285)",PREVENT,ACCESS2,Health Insurance,21052.836
2492,66.0,28.0,91.0,48.0,112.0,California,Ontario,653896.0,06,53896,"Ontario city, California",165702.0,31.0,54249.0,18522.0,29801.0,17.984695417074025,7.359597349458666,2016.0,CA,California,Ontario,City,BRFSS,Prevention,0653896,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.8,19.2,20.4,163924.0,"(34.0392649464, -117.606427103)",PREVENT,ACCESS2,Health Insurance,32456.952
2520,65.0,35.0,85.0,53.0,107.0,California,Orange,653980.0,06,53980,"Orange city, California",137999.0,35.4,78838.0,31535.0,15623.0,11.321096529684997,4.726121203776839,2016.0,CA,California,Orange,City,BRFSS,Prevention,0653980,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.4,11.9,12.8,136416.0,"(33.8046419567, -117.8231855)",PREVENT,ACCESS2,Health Insurance,16915.584
2548,60.0,32.0,79.0,49.0,103.0,California,Oxnard,654652.0,06,54652,"Oxnard city, California",199574.0,30.5,60784.0,20605.0,33038.0,16.554260575024802,5.19757082585908,2016.0,CA,California,Oxnard,City,BRFSS,Prevention,0654652,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.8,21.2,22.5,197899.0,"(34.1959237731, -119.18187657)",PREVENT,ACCESS2,Health Insurance,43141.981999999996
2576,64.0,15.0,89.0,41.0,110.0,California,Palmdale,655156.0,06,55156,"Palmdale city, California",153885.0,29.1,53922.0,18797.0,32318.0,21.001397147220327,6.448321798745817,2016.0,CA,California,Palmdale,City,BRFSS,Prevention,0655156,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,18.9,18.3,19.4,152750.0,"(34.5944899803, -118.105772328)",PREVENT,ACCESS2,Health Insurance,28869.749999999996
2604,66.0,31.0,90.0,49.0,112.0,California,Pasadena,656000.0,06,56000,"Pasadena city, California",138004.0,37.3,69302.0,41152.0,17904.0,12.973536998927568,5.765050288397438,2016.0,CA,California,Pasadena,City,BRFSS,Prevention,0656000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.2,10.8,11.6,137122.0,"(34.1597634806, -118.138921644)",PREVENT,ACCESS2,Health Insurance,15357.663999999999
2632,63.0,22.0,90.0,41.0,109.0,California,Perris,656700.0,06,56700,"Perris city, California",69743.0,27.0,48311.0,13666.0,17860.0,25.608304776106564,8.934229958562149,2016.0,CA,California,Perris,City,BRFSS,Prevention,0656700,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.4,21.2,23.6,68386.0,"(33.7897346094, -117.223291831)",PREVENT,ACCESS2,Health Insurance,15318.463999999998
2660,60.0,24.0,86.0,42.0,109.0,California,Pleasanton,657792.0,06,57792,"Pleasanton city, California",71488.0,40.1,118317.0,50540.0,3450.0,4.8259847806624885,4.167132945389436,2016.0,CA,California,Pleasanton,City,BRFSS,Prevention,0657792,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.0,5.7,6.4,70285.0,"(37.6656092171, -121.880775002)",PREVENT,ACCESS2,Health Insurance,4217.099999999999
2688,65.0,23.0,92.0,45.0,115.0,California,Pomona,658072.0,06,58072,"Pomona city, California",150006.0,29.9,49474.0,17035.0,31533.0,21.021159153633853,5.827766889324427,2016.0,CA,California,Pomona,City,BRFSS,Prevention,0658072,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,21.4,20.7,22.2,149058.0,"(34.0585026366, -117.762551658)",PREVENT,ACCESS2,Health Insurance,31898.412
2716,66.0,28.0,91.0,48.0,112.0,California,Rancho Cucamonga,659451.0,06,59451,"Rancho Cucamonga city, California",167743.0,35.2,77835.0,32209.0,11296.0,6.734111110448723,5.957923728560953,2016.0,CA,California,Rancho Cucamonga,City,BRFSS,Prevention,0659451,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.5,10.1,10.8,165269.0,"(34.1245895555, -117.56617587)",PREVENT,ACCESS2,Health Insurance,17353.245
2744,66.0,16.0,90.0,42.0,114.0,California,Redding,659920.0,06,59920,"Redding city, California",90370.0,38.0,44236.0,23443.0,16070.0,17.782449928073476,5.658957618678765,2016.0,CA,California,Redding,City,BRFSS,Prevention,0659920,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.2,8.8,9.6,89861.0,"(40.5697591271, -122.365026322)",PREVENT,ACCESS2,Health Insurance,8267.212
2772,63.0,22.0,90.0,41.0,109.0,California,Redlands,659962.0,06,59962,"Redlands city, California",69277.0,36.2,66835.0,32389.0,8352.0,12.055949304964129,4.206302235951326,2016.0,CA,California,Redlands,City,BRFSS,Prevention,0659962,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.9,10.3,11.5,68747.0,"(34.0511315317, -117.170935294)",PREVENT,ACCESS2,Health Insurance,7493.423
2800,67.0,34.0,86.0,50.0,109.0,California,Redondo Beach,660018.0,06,60018,"Redondo Beach city, California",67094.0,40.0,99496.0,53689.0,3634.0,5.416281634721436,4.304408739976749,2016.0,CA,California,Redondo Beach,City,BRFSS,Prevention,0660018,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,6.2,5.8,6.5,66748.0,"(33.8575280159, -118.376567893)",PREVENT,ACCESS2,Health Insurance,4138.376
2828,60.0,32.0,81.0,47.0,108.0,California,Redwood City,660102.0,06,60102,"Redwood City city, California",78241.0,36.6,79419.0,40562.0,6890.0,8.806124666095782,4.0720338441482085,2016.0,CA,California,Redwood City,City,BRFSS,Prevention,0660102,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.1,11.5,12.8,76815.0,"(37.5009145276, -122.224767617)",PREVENT,ACCESS2,Health Insurance,9294.615
2856,66.0,28.0,91.0,48.0,112.0,California,Rialto,660466.0,06,60466,"Rialto city, California",100479.0,28.4,49593.0,15948.0,19048.0,18.95719503577862,7.73992575563053,2016.0,CA,California,Rialto,City,BRFSS,Prevention,0660466,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.7,20.0,21.3,99171.0,"(34.1128158089, -117.388535978)",PREVENT,ACCESS2,Health Insurance,20528.396999999997
